ENSMUSG00000089409	predicted gene, 24884 [Source:MGI Symbol;Acc:MGI:5454661]			Gm24884
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	decreased vertical activity	C57BL/6NCrl	Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	short tibia	C57BL/6NCrl	Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	short tibia	C57BL/6NCrl	Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	decreased caudal vertebrae number	C57BL/6NCrl	Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	decreased caudal vertebrae number	C57BL/6NCrl	Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	decreased body length	C57BL/6NCrl	Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	decreased body length	C57BL/6NCrl	Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	decreased lean body mass	C57BL/6NCrl	Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	decreased lean body mass	C57BL/6NCrl	Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	abnormal behavior	C57BL/6NCrl	Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	abnormal behavior	C57BL/6NCrl	Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	abnormal bone structure	C57BL/6NCrl	Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	abnormal bone structure	C57BL/6NCrl	Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	decreased bone mineral content	C57BL/6NCrl	Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	decreased bone mineral content	C57BL/6NCrl	Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	decreased grip strength	C57BL/6NCrl	Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	decreased grip strength	C57BL/6NCrl	Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	decreased total body fat amount	C57BL/6NCrl	Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	decreased total body fat amount	C57BL/6NCrl	Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	decreased body length		Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	abnormal behavior		Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	hypoactivity		Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	decreased caudal vertebrae number		Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	short tibia		Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	decreased total body fat amount		Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	decreased bone mineral density		Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	decreased vertical activity		Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	abnormal bone structure		Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	decreased lean body mass		Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	decreased bone mineral content		Sh3gl2
ENSMUSG00000028488	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	no abnormal phenotype detected		Sh3gl2
ENSMUSG00000066113	ADAMTS-like 1 [Source:MGI Symbol;Acc:MGI:1924989]			Adamtsl1
ENSMUSG00000089543	predicted gene, 25836 [Source:MGI Symbol;Acc:MGI:5455613]			Gm25836
ENSMUSG00000065884	predicted gene, 22864 [Source:MGI Symbol;Acc:MGI:5452641]			Gm22864
ENSMUSG00000099273	predicted gene, 27452 [Source:MGI Symbol;Acc:MGI:5530834]			Gm27452
ENSMUSG00000092829	predicted gene, 23159 [Source:MGI Symbol;Acc:MGI:5452936]			Gm23159
ENSMUSG00000064606	predicted gene, 25899 [Source:MGI Symbol;Acc:MGI:5455676]			Gm25899
ENSMUSG00000084595	nuclear encoded rRNA 5S 188 [Source:MGI Symbol;Acc:MGI:4422053]			n-R5s188
ENSMUSG00000088122	predicted gene, 26069 [Source:MGI Symbol;Acc:MGI:5455846]			Gm26069
ENSMUSG00000093065	predicted gene, 23154 [Source:MGI Symbol;Acc:MGI:5452931]			Gm23154
ENSMUSG00000084718	nuclear encoded rRNA 5S 187 [Source:MGI Symbol;Acc:MGI:4422052]			n-R5s187
ENSMUSG00000089338	predicted gene, 22262 [Source:MGI Symbol;Acc:MGI:5452039]			Gm22262
ENSMUSG00000104700	predicted gene, 26379 [Source:MGI Symbol;Acc:MGI:5456156]			Gm26379
ENSMUSG00000088958	small Cajal body-specific RNA 8 [Source:MGI Symbol;Acc:MGI:3819488]			Scarna8
ENSMUSG00000049122	FERM domain containing 3 [Source:MGI Symbol;Acc:MGI:2442466]			Frmd3
ENSMUSG00000028494	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	male infertility		Plin2
ENSMUSG00000028494	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	decreased food intake		Plin2
ENSMUSG00000028494	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	decreased susceptibility to hepatic steatosis		Plin2
ENSMUSG00000028494	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	decreased fat cell size		Plin2
ENSMUSG00000028494	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	decreased total body fat amount		Plin2
ENSMUSG00000028494	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	abnormal white fat cell morphology		Plin2
ENSMUSG00000028494	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	decreased circulating free fatty acid level		Plin2
ENSMUSG00000028494	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	decreased inflammatory response		Plin2
ENSMUSG00000028494	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	abnormal maternal behavior		Plin2
ENSMUSG00000028494	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	decreased liver triglyceride level		Plin2
ENSMUSG00000028494	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	decreased circulating leptin level		Plin2
ENSMUSG00000028494	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	decreased susceptibility to diet-induced obesity		Plin2
ENSMUSG00000028494	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	decreased body weight		Plin2
ENSMUSG00000028494	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	decreased subcutaneous adipose tissue amount		Plin2
ENSMUSG00000028494	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	abnormal adipose tissue physiology		Plin2
ENSMUSG00000028494	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	decreased circulating triglyceride level		Plin2
ENSMUSG00000028494	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	hyperactivity		Plin2
ENSMUSG00000028494	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	decreased epididymal fat pad weight		Plin2
ENSMUSG00000028494	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	chromosomal instability		Plin2
ENSMUSG00000028494	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	increased chromosomal stability		Plin2
ENSMUSG00000028494	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	sebaceous gland hypoplasia		Plin2
ENSMUSG00000028494	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	abnormal milk composition		Plin2
ENSMUSG00000028494	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	abnormal sebaceous gland physiology		Plin2
ENSMUSG00000028494	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	small sebaceous gland		Plin2
ENSMUSG00000028494	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	delayed dark adaptation		Plin2
ENSMUSG00000028494	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	abnormal eye electrophysiology		Plin2
ENSMUSG00000028494	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	abnormal vitamin A metabolism		Plin2
ENSMUSG00000081169	predicted gene 12551 [Source:MGI Symbol;Acc:MGI:3651664]			Gm12551
ENSMUSG00000085108	stablizer of axonemal microtubules 1, opposite strand [Source:MGI Symbol;Acc:MGI:1922138]			Saxo1os
ENSMUSG00000070934	Ras-related GTP binding A [Source:MGI Symbol;Acc:MGI:1915691]	abnormal autophagy		Rraga
ENSMUSG00000070934	Ras-related GTP binding A [Source:MGI Symbol;Acc:MGI:1915691]	increased sensitivity to induced morbidity/mortality		Rraga
ENSMUSG00000070934	Ras-related GTP binding A [Source:MGI Symbol;Acc:MGI:1915691]	hypoglycemia		Rraga
ENSMUSG00000070934	Ras-related GTP binding A [Source:MGI Symbol;Acc:MGI:1915691]	neonatal lethality complete penetrance		Rraga
ENSMUSG00000070934	Ras-related GTP binding A [Source:MGI Symbol;Acc:MGI:1915691]	abnormal glycogen homeostasis		Rraga
ENSMUSG00000070934	Ras-related GTP binding A [Source:MGI Symbol;Acc:MGI:1915691]	abnormal gluconeogenesis		Rraga
ENSMUSG00000070934	Ras-related GTP binding A [Source:MGI Symbol;Acc:MGI:1915691]	abnormal circulating amino acid level		Rraga
ENSMUSG00000070934	Ras-related GTP binding A [Source:MGI Symbol;Acc:MGI:1915691]	decreased birth weight		Rraga
ENSMUSG00000038047	HAUS augmin-like complex, subunit 6 [Source:MGI Symbol;Acc:MGI:1923389]			Haus6
ENSMUSG00000083272	predicted gene 12550 [Source:MGI Symbol;Acc:MGI:3651460]			Gm12550
ENSMUSG00000028492	stablizer of axonemal microtubules 1 [Source:MGI Symbol;Acc:MGI:1923061]			Saxo1
